"Name","Key","Section","Italian","English","German","French","Notes","Status","Ready to sync"
"Guide.categories.explore.label","Guide.categories.explore.label","Guide","Esplorare","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.categories.explore | tipo: etichetta
Italiano attuale (repository prima del pass): ""Esplorare""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/guide 390px: 1 righe; /it/guide 834px: 1 righe; /it/guide 1024px: 1 righe; /it/guide 1366px: 1 righe; /it/guide 1440px: 1 righe; /it/guide 1680px: 1 righe; /it/guide 1920px: 1 righe; /it/guide 2560px: 1 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8189b323dca5661394aa
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.categories.explore.description","Guide.categories.explore.description","Guide","Borghi, punti panoramici, natura e gite che valgono il viaggio da Ranco.","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.categories.explore | tipo: testo
Italiano attuale (repository prima del pass): ""Borghi, punti panoramici, natura e gite che valgono il viaggio da Ranco.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81ed9fd8eae0984e4032
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.entries.lakeside-table.title","Guide.entries.lakeside-table.title","Guide","A tavola sul lago","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.entries.lakeside-table | tipo: titolo
Italiano attuale (repository prima del pass): ""Un tavolo vicino all'acqua""
Tre righe nel modal desktop: «A tavola sul lago» conserva il tema del mangiare vicino all’acqua, senza inventare un ristorante. Verificato anche nella card homepage e nella galleria.
Verifica browser (font/layout originali): /it 390px: 1 righe; /it 834px: 1 righe; /it 1024px: 1 righe; /it 1366px: 1 righe; /it 1440px: 1 righe; /it 1680px: 1 righe; /it 1920px: 1 righe; /it 2560px: 1 righe; /it/guide 390px: 1 righe; /it/guide 834px: 1 righe; /it/guide 1024px: 1 righe; /it/guide 1366px: 1 righe; /it/guide 1440px: 1 righe; /it/guide 1680px: 1 righe; /it/guide 1920px: 1 righe; /it/guide 2560px: 1 righe; guide-modal 390px: 2 righe; guide-modal 834px: 1 righe; guide-modal 1024px: 2 righe; guide-modal 1366px: 2 righe; guide-modal 1440px: 2 righe; guide-modal 1680px: 2 righe; guide-modal 1920px: 2 righe; guide-modal 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8130bd96de1965f96825
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.entries.lakeside-table.description","Guide.entries.lakeside-table.description","Guide","Una porta editoriale temporanea per futuri ristoranti e aperitivi scelti dall'host.","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.entries.lakeside-table | tipo: testo
Italiano attuale (repository prima del pass): ""Una porta editoriale temporanea per futuri ristoranti e aperitivi scelti dall'host.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Raccomandazione temporanea: richiede nomi, luoghi ed esperienza confermati dall’host. Non inventati ristoranti, servizi o itinerari.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81db9dcac35534870141
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.entries.lakeside-table.alt","Guide.entries.lakeside-table.alt","Guide","L'acqua azzurra vista attraverso una finestra interna","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.entries.lakeside-table | tipo: testo alternativo
Italiano attuale (repository prima del pass): ""L'acqua azzurra vista attraverso una finestra interna""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8114a425d20547c06b1e
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.entries.open-water.title","Guide.entries.open-water.title","Guide","Tempo per il lago","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.entries.open-water | tipo: titolo
Italiano attuale (repository prima del pass): ""Trova tempo per il lago""
Eliminato «Trova»: il titolo manteneva tre righe nel modal a 1024–2560px. «Tempo per il lago» conserva il ritmo lento senza ridurre il carattere.
Verifica browser (font/layout originali): /it 390px: 1 righe; /it 834px: 1 righe; /it 1024px: 1 righe; /it 1366px: 1 righe; /it 1440px: 1 righe; /it 1680px: 1 righe; /it 1920px: 1 righe; /it 2560px: 1 righe; /it/guide 390px: 1 righe; /it/guide 834px: 1 righe; /it/guide 1024px: 1 righe; /it/guide 1366px: 1 righe; /it/guide 1440px: 1 righe; /it/guide 1680px: 1 righe; /it/guide 1920px: 1 righe; /it/guide 2560px: 1 righe; guide-modal 390px: 2 righe; guide-modal 834px: 1 righe; guide-modal 1024px: 2 righe; guide-modal 1366px: 2 righe; guide-modal 1440px: 2 righe; guide-modal 1680px: 2 righe; guide-modal 1920px: 2 righe; guide-modal 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81e8b60ff7e406feb26b
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.entries.open-water.description","Guide.entries.open-water.description","Guide","Un punto di partenza temporaneo per nuoto, noleggio barche e ore tranquille vicino all'acqua.","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.entries.open-water | tipo: testo
Italiano attuale (repository prima del pass): ""Un punto di partenza temporaneo per nuoto, noleggio barche e ore tranquille vicino all'acqua.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Raccomandazione temporanea: richiede nomi, luoghi ed esperienza confermati dall’host. Non inventati ristoranti, servizi o itinerari.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff814b8cd8f43f1b41bb08
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.entries.open-water.alt","Guide.entries.open-water.alt","Guide","Lettini su un prato accanto all'acqua aperta","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.entries.open-water | tipo: testo alternativo
Italiano attuale (repository prima del pass): ""Lettini su un prato accanto all'acqua aperta""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81fe80beef17c20998b0
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.entries.ranco-outlook.title","Guide.entries.ranco-outlook.title","Guide","Intorno a Ranco","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.entries.ranco-outlook | tipo: titolo
Italiano attuale (repository prima del pass): ""Inizia vicino a Ranco""
Tre righe nel modal a 1024px. «Intorno a Ranco» esprime l’esplorazione dei dintorni con una formulazione più naturale.
Verifica browser (font/layout originali): /it 390px: 1 righe; /it 834px: 1 righe; /it 1024px: 1 righe; /it 1366px: 1 righe; /it 1440px: 1 righe; /it 1680px: 1 righe; /it 1920px: 1 righe; /it 2560px: 1 righe; /it/guide 390px: 1 righe; /it/guide 834px: 1 righe; /it/guide 1024px: 1 righe; /it/guide 1366px: 1 righe; /it/guide 1440px: 1 righe; /it/guide 1680px: 1 righe; /it/guide 1920px: 1 righe; /it/guide 2560px: 1 righe; guide-modal 390px: 2 righe; guide-modal 834px: 1 righe; guide-modal 1024px: 2 righe; guide-modal 1366px: 2 righe; guide-modal 1440px: 2 righe; guide-modal 1680px: 2 righe; guide-modal 1920px: 2 righe; guide-modal 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81898dd2dc4d00f5176d
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.entries.ranco-outlook.description","Guide.entries.ranco-outlook.description","Guide","Un percorso temporaneo verso passeggiate, borghi e panorami scelti con un contesto locale pratico.","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.entries.ranco-outlook | tipo: testo
Italiano attuale (repository prima del pass): ""Un percorso temporaneo verso passeggiate, borghi e panorami scelti con un contesto locale pratico.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Raccomandazione temporanea: richiede nomi, luoghi ed esperienza confermati dall’host. Non inventati ristoranti, servizi o itinerari.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff817d922df8b7d139972a
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.entries.ranco-outlook.alt","Guide.entries.ranco-outlook.alt","Guide","Cancelli aperti che incorniciano il percorso verso il lago","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.entries.ranco-outlook | tipo: testo alternativo
Italiano attuale (repository prima del pass): ""Cancelli aperti che incorniciano il percorso verso il lago""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81a19e01c6aca0e1abce
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.tags.lunch","Guide.tags.lunch","Guide","Pranzo","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.tags | tipo: etichetta
Italiano attuale (repository prima del pass): ""Pranzo""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff813a9912fbdbe85e9f7e
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.tags.sunset","Guide.tags.sunset","Guide","Tramonto","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.tags | tipo: etichetta
Italiano attuale (repository prima del pass): ""Tramonto""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8186bf45ed383f50a6f4
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.tags.swimming","Guide.tags.swimming","Guide","Nuoto","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.tags | tipo: etichetta
Italiano attuale (repository prima del pass): ""Nuoto""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff815f9751e83839bfa510
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.tags.halfDay","Guide.tags.halfDay","Guide","Mezza giornata","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.tags | tipo: etichetta
Italiano attuale (repository prima del pass): ""Mezza giornata""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8184bb61cfad27918e8f
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.tags.withoutCar","Guide.tags.withoutCar","Guide","Senza auto","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.tags | tipo: etichetta
Italiano attuale (repository prima del pass): ""Senza auto""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81139712e6c40ce87b88
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.cta.eyebrow","Guide.cta.eyebrow","Guide","Consigli personali","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.cta | tipo: occhiello
Italiano attuale (repository prima del pass): ""Consigli personali""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81548666e4d2f2ca51c3
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.cta.title","Guide.cta.title","Guide","Come immagini la tua giornata?","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.cta | tipo: titolo
Italiano attuale (repository prima del pass): ""Raccontaci come ami trascorrere una giornata""
Invito alle preferenze della giornata, reso più breve e naturale. Prima arrivava a quattro righe a 1920/2560px. Conservate e aggiornate le due righe localizzate già previste.
Verifica browser (font/layout originali): /it/guide 390px: 3 righe; /it/guide 834px: 1 righe; /it/guide 1024px: 2 righe; /it/guide 1366px: 2 righe; /it/guide 1440px: 2 righe; /it/guide 1680px: 2 righe; /it/guide 1920px: 2 righe; /it/guide 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff815f97d6fd42695d299f
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.cta.titleLineOne","Guide.cta.titleLineOne","Guide","Come immagini","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.cta | tipo: frammento titolo
Italiano attuale (repository prima del pass): ""Raccontaci come ami""
Frammento del titolo Guide.cta.title; approvare e sincronizzare insieme a title/titleLineOne/titleLineTwo. Invito alle preferenze della giornata, reso più breve e naturale. Prima arrivava a quattro righe a 1920/2560px. Conservate e aggiornate le due righe localizzate già previste.
Verifica browser (font/layout originali): /it/guide 390px: 3 righe; /it/guide 834px: 1 righe; /it/guide 1024px: 2 righe; /it/guide 1366px: 2 righe; /it/guide 1440px: 2 righe; /it/guide 1680px: 2 righe; /it/guide 1920px: 2 righe; /it/guide 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81c1afc6fe97434f2636
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.cta.titleLineTwo","Guide.cta.titleLineTwo","Guide","la tua giornata?","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.cta | tipo: frammento titolo
Italiano attuale (repository prima del pass): ""trascorrere una giornata""
Frammento del titolo Guide.cta.title; approvare e sincronizzare insieme a title/titleLineOne/titleLineTwo. Invito alle preferenze della giornata, reso più breve e naturale. Prima arrivava a quattro righe a 1920/2560px. Conservate e aggiornate le due righe localizzate già previste.
Verifica browser (font/layout originali): /it/guide 390px: 3 righe; /it/guide 834px: 1 righe; /it/guide 1024px: 2 righe; /it/guide 1366px: 2 righe; /it/guide 1440px: 2 righe; /it/guide 1680px: 2 righe; /it/guide 1920px: 2 righe; /it/guide 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81ef8136e7620550df11
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.cta.body","Guide.cta.body","Guide","La futura guida sarà più utile quando potrà adattarsi a ogni soggiorno, stagione e ritmo.","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.cta | tipo: testo
Italiano attuale (repository prima del pass): ""La futura guida sarà più utile quando potrà adattarsi a ogni soggiorno, stagione e ritmo.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
La guida è descritta come futura: non trasformarla in un servizio personalizzato già operativo senza approvazione.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81c18d47ea7491e6e8e7
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.cta.link","Guide.cta.link","Guide","Contatta il tuo host","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.cta | tipo: CTA
Italiano attuale (repository prima del pass): ""Contatta il tuo host""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff811a9910d75c9e10bc29
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.hero.eyebrow","Contact.hero.eyebrow","Contact","Contatti","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.hero | tipo: occhiello
Italiano attuale (repository prima del pass): ""Contatti""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff816e9487f9e953b4eb6d
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.hero.title","Contact.hero.title","Contact","Pianifica il tuo soggiorno","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.hero | tipo: titolo
Italiano attuale (repository prima del pass): ""Pianifica il tuo soggiorno""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/contact 390px: 2 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 2 righe; /it/contact 1366px: 2 righe; /it/contact 1440px: 2 righe; /it/contact 1680px: 2 righe; /it/contact 1920px: 2 righe; /it/contact 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff817daafeea9be3cf5e39
DIVERGENZA PREESISTENTE — Italiano in Notion: ""Pianifica il lato pratico del soggiorno"". La base di questo pass è il repository italiano; verificare con Manu prima di sovrascrivere.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.hero.titleLineOne","Contact.hero.titleLineOne","Contact","Pianifica","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.hero | tipo: frammento titolo
Italiano attuale (repository prima del pass): ""Pianifica""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/contact 390px: 2 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 2 righe; /it/contact 1366px: 2 righe; /it/contact 1440px: 2 righe; /it/contact 1680px: 2 righe; /it/contact 1920px: 2 righe; /it/contact 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8106945cf8cd192d5b55
DIVERGENZA PREESISTENTE — Italiano in Notion: ""Pianifica il lato pratico"". La base di questo pass è il repository italiano; verificare con Manu prima di sovrascrivere.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.hero.titleLineTwo","Contact.hero.titleLineTwo","Contact","il tuo soggiorno","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.hero | tipo: frammento titolo
Italiano attuale (repository prima del pass): ""il tuo soggiorno""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/contact 390px: 2 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 2 righe; /it/contact 1366px: 2 righe; /it/contact 1440px: 2 righe; /it/contact 1680px: 2 righe; /it/contact 1920px: 2 righe; /it/contact 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81be985cf95b7813913f
DIVERGENZA PREESISTENTE — Italiano in Notion: ""del soggiorno"". La base di questo pass è il repository italiano; verificare con Manu prima di sovrascrivere.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.hero.body","Contact.hero.body","Contact","Uno spazio tranquillo per richieste, informazioni sull'arrivo e indicazioni per trovare The Ranco Bay.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.hero | tipo: testo
Italiano attuale (repository prima del pass): ""Uno spazio tranquillo per richieste, informazioni sull'arrivo e indicazioni per trovare The Ranco Bay.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
«Uno spazio tranquillo per richieste» è metatestuale ma chiaro. Nessuna riscrittura necessaria per la tipografia.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff815bb55ce2d540239c48
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.hero.imageAlt","Contact.hero.imageAlt","Contact","Il Lago Maggiore incorniciato dall'interno in ombra della casa","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.hero | tipo: testo alternativo
Italiano attuale (repository prima del pass): ""Il Lago Maggiore incorniciato dall'interno in ombra della casa""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81a4a2c0d04be304ddf3
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.hospitality.eyebrow","Contact.hospitality.eyebrow","Contact","Il tuo host","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.hospitality | tipo: occhiello
Italiano attuale (repository prima del pass): ""Il tuo host""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81edbb47ff83356564b7
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.hospitality.title","Contact.hospitality.title","Contact","Un'accoglienza personale","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.hospitality | tipo: titolo
Italiano attuale (repository prima del pass): ""Il mio aiuto fa parte dell'accoglienza""
Sintesi dell’accoglienza personale: prima tre righe a 1024/1920/2560px. L’aiuto pratico resta nel corpo; nessuna nuova promessa o informazione sull’host.
Verifica browser (font/layout originali): /it/contact 390px: 2 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 2 righe; /it/contact 1366px: 2 righe; /it/contact 1440px: 2 righe; /it/contact 1680px: 2 righe; /it/contact 1920px: 2 righe; /it/contact 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff814eadbfca40d533a3b6
DIVERGENZA PREESISTENTE — Italiano in Notion: ""L'aiuto locale fa parte dell'accoglienza"". La base di questo pass è il repository italiano; verificare con Manu prima di sovrascrivere.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.hospitality.titleLineOne","Contact.hospitality.titleLineOne","Contact","Un'accoglienza","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.hospitality | tipo: frammento titolo
Italiano attuale (repository prima del pass): ""Il mio aiuto fa parte""
Frammento del titolo Contact.hospitality.title; approvare e sincronizzare insieme a title/titleLineOne/titleLineTwo. Sintesi dell’accoglienza personale: prima tre righe a 1024/1920/2560px. L’aiuto pratico resta nel corpo; nessuna nuova promessa o informazione sull’host.
Verifica browser (font/layout originali): /it/contact 390px: 2 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 2 righe; /it/contact 1366px: 2 righe; /it/contact 1440px: 2 righe; /it/contact 1680px: 2 righe; /it/contact 1920px: 2 righe; /it/contact 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81348416e4af189bf8d8
DIVERGENZA PREESISTENTE — Italiano in Notion: ""L'aiuto locale"". La base di questo pass è il repository italiano; verificare con Manu prima di sovrascrivere.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.hospitality.titleLineTwo","Contact.hospitality.titleLineTwo","Contact","personale","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.hospitality | tipo: frammento titolo
Italiano attuale (repository prima del pass): ""dell'accoglienza""
Frammento del titolo Contact.hospitality.title; approvare e sincronizzare insieme a title/titleLineOne/titleLineTwo. Sintesi dell’accoglienza personale: prima tre righe a 1024/1920/2560px. L’aiuto pratico resta nel corpo; nessuna nuova promessa o informazione sull’host.
Verifica browser (font/layout originali): /it/contact 390px: 2 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 2 righe; /it/contact 1366px: 2 righe; /it/contact 1440px: 2 righe; /it/contact 1680px: 2 righe; /it/contact 1920px: 2 righe; /it/contact 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81cfbc4fc54ce8ab079c
DIVERGENZA PREESISTENTE — Italiano in Notion: ""fa parte dell'accoglienza"". La base di questo pass è il repository italiano; verificare con Manu prima di sovrascrivere.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.hospitality.body","Contact.hospitality.body","Contact","La storia definitiva dell'host è ancora in preparazione. L'intenzione è semplice: comunicazione personale, consigli utili e supporto prima e durante il soggiorno.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.hospitality | tipo: testo
Italiano attuale (repository prima del pass): ""La storia definitiva dell'host è ancora in preparazione. L'intenzione è semplice: comunicazione personale, consigli utili e supporto prima e durante il soggiorno.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Biografia ancora in preparazione. Confermare voce dell’host e contenuto effettivo. Non inventare storia personale, nome o livello di assistenza.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81fcbee9dab901bcf484
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.hospitality.imageAlt","Contact.hospitality.imageAlt","Contact","Un dettaglio tranquillo degli interni che rappresenta il carattere della casa","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.hospitality | tipo: testo alternativo
Italiano attuale (repository prima del pass): ""Un dettaglio tranquillo degli interni che rappresenta il carattere della casa""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff815b9d64f0dc999c1c5b
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
